"Level of Financial Aid Need"
"NO NEED"
"NO NEED"
"MEDIUM"
"NO NEED"
"NO NEED"
"NO NEED"
"NO NEED"
"NO NEED"
"NO NEED"
"LOW"
"HIGH"
"MEDIUM"
"NO NEED"
"NO NEED"
"NO NEED"
"MEDIUM"
"MEDIUM"
"NO NEED"
"LOW"
"HIGH"
"HIGH"
"NO NEED"
"NO NEED"
"NO NEED"
"NO NEED"
"NO NEED"
"NO NEED"
"NO NEED"
"NO NEED"
"NO NEED"
"NO NEED"
"NO NEED"
"NO NEED"
"NO NEED"
"LOW"
"HIGH"
"NO NEED"
"NO NEED"
"NO NEED"
"NO NEED"
"NO NEED"
"NO NEED"
"NO NEED"
"NO NEED"
"LOW"
"NO NEED"
"NO NEED"
"NO NEED"
"LOW"
"NO NEED"
"HIGH"
"NO NEED"
"NO NEED"
"NO NEED"
"HIGH"
"LOW"
"MEDIUM"
"NO NEED"
"NO NEED"
"LOW"
"NO NEED"
"NO NEED"
"NO NEED"
"NO NEED"
"NO NEED"
"NO NEED"
"NO NEED"
"HIGH"
"HIGH"
"HIGH"
"NO NEED"
"HIGH"
"NO NEED"
"NO NEED"
"NO NEED"
"NO NEED"
"HIGH"
"HIGH"
"NO NEED"
"NO NEED"
"NO NEED"
"LOW"
"NO NEED"
"LOW"
"NO NEED"
"LOW"
"MEDIUM"
"NO NEED"
"LOW"
"MEDIUM"
"NO NEED"
"HIGH"
"LOW"
"LOW"
"LOW"
"MEDIUM"
"NO NEED"
"NO NEED"
"NO NEED"
"LOW"
"NO NEED"
"NO NEED"
"MEDIUM"
"NO NEED"
"LOW"
"NO NEED"
"HIGH"
"NO NEED"
"MEDIUM"
"NO NEED"
"LOW"
"HIGH"
"MEDIUM"
"NO NEED"
"NO NEED"
"HIGH"
"HIGH"
"NO NEED"
"HIGH"
"NO NEED"
"NO NEED"
"NO NEED"
"LOW"
"NO NEED"
"NO NEED"
"LOW"
"NO NEED"
"NO NEED"
"HIGH"
"NO NEED"
"NO NEED"
"NO NEED"
"LOW"
"MEDIUM"
"LOW"
"NO NEED"
"NO NEED"
"NO NEED"
"LOW"
"NO NEED"
"NO NEED"
"NO NEED"
"NO NEED"
"LOW"
"MEDIUM"
"NO NEED"
"NO NEED"
"NO NEED"
"NO NEED"
"NO NEED"
"MEDIUM"
"HIGH"
"NO NEED"
"NO NEED"
"NO NEED"
"NO NEED"
"HIGH"
"NO NEED"
"NO NEED"
"HIGH"
"NO NEED"
"MEDIUM"
"NO NEED"
"NO NEED"
"NO NEED"
"NO NEED"
"NO NEED"
"LOW"
"NO NEED"
"HIGH"
"LOW"
"NO NEED"
"NO NEED"
"NO NEED"
"HIGH"
"LOW"
"NO NEED"
"LOW"
"NO NEED"
"HIGH"
"NO NEED"
"NO NEED"
"HIGH"
"NO NEED"
"MEDIUM"
"NO NEED"
"NO NEED"
"LOW"
"NO NEED"
"LOW"
"NO NEED"
"NO NEED"
"NO NEED"
"NO NEED"
"NO NEED"
"HIGH"
"MEDIUM"
"LOW"
"NO NEED"
"NO NEED"
"HIGH"
"NO NEED"
"NO NEED"
"LOW"
"NO NEED"
"LOW"
"HIGH"
"NO NEED"
"LOW"
"NO NEED"
"LOW"
"NO NEED"
"LOW"
"HIGH"
"NO NEED"
"MEDIUM"
"NO NEED"
"NO NEED"
"LOW"
"NO NEED"
"NO NEED"
"NO NEED"
"NO NEED"
"MEDIUM"
"MEDIUM"
"NO NEED"
"LOW"
"MEDIUM"
"LOW"
"MEDIUM"
"NO NEED"
"NO NEED"
"NO NEED"
"LOW"
"NO NEED"
"NO NEED"
"NO NEED"
"NO NEED"
"NO NEED"
"NO NEED"
"NO NEED"
"NO NEED"
"NO NEED"
"NO NEED"
"NO NEED"
"HIGH"
"NO NEED"
"NO NEED"
"NO NEED"
"MEDIUM"
"NO NEED"
"NO NEED"
"NO NEED"
"NO NEED"
"NO NEED"
"LOW"
"NO NEED"
"HIGH"
"NO NEED"
"NO NEED"
"HIGH"
"NO NEED"
"NO NEED"
"NO NEED"
"NO NEED"
"NO NEED"
"NO NEED"
"NO NEED"
"MEDIUM"
"NO NEED"
"NO NEED"
