"Dummy ID","Legacy"
"3.0102841E7","O"
"3.0090777E7","O"
"3.0278796E7","S"
"3.0399163E7","O"
"3.0227966E7","O"
"3.0362503E7","O"
"2.9938651E7","B"
"3.0276508E7","S"
"3.0329067E7","O"
"3.0200055E7","O"
"2.9364805E7","S"
"3.0115984E7","O"
"3.009118E7","S"
"3.0112552E7","M"
"3.0290639E7","S"
"3.0368236E7","O"
"3.0251769E7","O"
"2.935603E7","O"
"3.0331706E7","O"
"3.029034E7","O"
"3.0393365E7","S"
"2.9350388E7","S"
