"Dummy ID","Gender","Minority Status","Residency","State","County Description","Zip 3","Nation Description","Residence Hall","Division","Cognate Area"
"3.0300155E7","F","Domestic Nonminority","R","OH","Licking County^ OH","430","","Y","AS","University Studies"
"3.0253927E7","F","Domestic Nonminority","N","IL","Lake County^ IL","600","","Y","EA",""
"3.018972E7","F","Domestic Nonminority","R","OH","Hamilton County^ OH","452","","Y","BU",""
"3.0141373E7","M","Domestic Nonminority","R","OH","Cuyahoga County^ OH","441","","Y","BU",""
"3.0325531E7","M","Domestic Minority","N","IL","Will County^ IL","605","","Y","BU",""
"3.0245997E7","M","Domestic Nonminority","N","MD","Anne Arundel County^ MD","211","","Y","AP",""
"3.0220673E7","F","Domestic Nonminority","R","OH","Delaware County^ OH","430","","Y","BU",""
"3.0139748E7","M","Domestic Nonminority","N","IL","Du Page County^ IL","605","","Y","BU",""
"3.0382809E7","M","Domestic Nonminority","N","KY","Oldham County^ KY","400","","Y","AP",""
"3.0204319E7","M","Domestic Nonminority","R","OH","Portage County^ OH","442","","Y","BU",""
"2.9362231E7","F","Domestic Nonminority","R","OH","Delaware County^ OH","430","","Y","AS","Social Sciences"
"3.012407E7","M","Domestic Nonminority","N","IL","Lake County^ IL","600","","Y","BU",""
"3.0185482E7","F","Domestic Minority","R","OH","Hamilton County^ OH","452","","Y","AS","Natural Sciences"
"3.0497482E7","M","International","I","",""," ","China","Y","AS","University Studies"
"3.0393573E7","M","Domestic Nonminority","N","IL","Du Page County^ IL","605","","Y","BU",""
"3.0472405E7","F","Domestic Nonminority","N","KY","Jefferson County^ KY","402","","Y","AP",""
"3.012979E7","M","Domestic Nonminority","R","OH","Cuyahoga County^ OH","441","","Y","BU",""
"3.0289443E7","M","Domestic Nonminority","N","PA","Washington County^ PA","153","","Y","AP",""
"3.019934E7","F","Domestic Minority","N","KY","Fayette County^ KY","405","","Y","EA",""
"3.0497404E7","M","Domestic Nonminority","N","NJ","Hunterdon County^ NJ","088","","Y","AS","Social Sciences"
"3.0389699E7","M","Domestic Nonminority","R","OH","Franklin County^ OH","430","","Y","AP",""
"3.0392702E7","F","Domestic Nonminority","R","OH","Licking County^ OH","430","","Y","AS","Natural Sciences"
"3.0363855E7","M","Domestic Nonminority","R","OH","Warren County^ OH","450","United Kingdom","Y","BU",""
"3.0101294E7","M","Domestic Nonminority","R","OH","Cuyahoga County^ OH","441","","Y","BU",""
"2.9962012E7","M","Domestic Nonminority","N","KY","Jefferson County^ KY","402","","Y","AP",""
"3.0168153E7","M","Domestic Minority","N","CT","Fairfield County^ CT","068","","Y","BU",""
"3.0132663E7","M","Domestic Nonminority","N","PA","Butler County^ PA","160","","Y","AS","University Studies"
"3.0500251E7","F","Domestic Minority","N","MA","Middlesex County^ MA","017","Hong Kong","Y","AP",""
"3.014903E7","F","Domestic Nonminority","N","SC","York County^ SC","297","","Y","AS","Natural Sciences"
"3.0533856E7","M","International","I","",""," ","China","Y","AP",""
"3.0297087E7","M","International","I","","","","China","Y","BU",""
"3.0159001E7","F","International","I","",""," ","China","Y","BU",""
"3.0523638E7","M","International","I","",""," ","China","Y","AS","Natural Sciences"
"3.0427529E7","F","International","I","",""," ","China","Y","BU",""
"3.0385929E7","M","International","I","",""," ","China","Y","AS","Natural Sciences"
"3.0292706E7","F","Domestic Nonminority","R","OH","Butler County^ OH","450","","Y","AS","University Studies"
"3.0350361E7","M","Domestic Nonminority","R","OH","Hamilton County^ OH","452","","Y","AP",""
"3.029203E7","M","Domestic Nonminority","R","OH","Cuyahoga County^ OH","441","","Y","AS","University Studies"
"3.0248571E7","F","Domestic Nonminority","R","OH","Preble County^ OH","453","","","EA",""
"3.0514902E7","M","International","I","",""," ","China","Y","AP",""
"3.0371369E7","F","Domestic Nonminority","N","MD","Montgomery County^ MD","208","","Y","AS","University Studies"
"3.030659E7","F","Domestic Nonminority","R","OH","Stark County^ OH","447","","Y","AS","Natural Sciences"
"3.0182518E7","F","Domestic Nonminority","R","OH","Montgomery County^ OH","454","","Y","BU",""
"3.0094092E7","M","Domestic Nonminority","R","OH","Lorain County^ OH","440","","Y","AP",""
"3.0298608E7","F","Domestic Nonminority","R","OH","Butler County^ OH","450","","Y","FA",""
"3.0076087E7","F","Domestic Nonminority","R","OH","Hamilton County^ OH","452","","Y","AS","Natural Sciences"
"3.033532E7","F","Domestic Minority","R","OH","Hamilton County^ OH","452","","Y","BU",""
"3.0447965E7","M","International","I","","","","China","Y","AS","Social Sciences"
"3.0451774E7","F","Domestic Minority","R","OH","Hamilton County^ OH","452","","Y","FA",""
"3.0290028E7","F","Domestic Minority","R","OH","Cuyahoga County^ OH","441","","Y","BU",""
"3.0203123E7","F","Domestic Nonminority","R","OH","Montgomery County^ OH","454","","Y","BU",""
"3.0317588E7","M","Domestic Nonminority","R","OH","Warren County^ OH","450","","Y","BU",""
"3.0096562E7","M","Domestic Minority","N","IL","Du Page County^ IL","601","","Y","EA",""
"3.0126696E7","M","Domestic Nonminority","R","OH","Montgomery County^ OH","454","","Y","BU",""
"3.0394041E7","F","Domestic Minority","R","OH","Butler County^ OH","450","","","AS","University Studies"
"3.042866E7","F","International","I","","","","China","Y","BU",""
"3.0146352E7","F","Domestic Nonminority","N","WI","Waukesha County^ WI","530","","Y","AP",""
"3.0499029E7","M","International","I","","","","China","Y","AP",""
"3.0226354E7","F","Domestic Nonminority","R","OH","Cuyahoga County^ OH","440","","Y","BU",""
"3.0108041E7","F","Domestic Minority","R","OH","Hamilton County^ OH","452","","Y","EA",""
"3.0283515E7","M","Domestic Nonminority","N","NY","Westchester County^ NY","105","","Y","AS","Social Sciences"
"3.0199548E7","M","Domestic Nonminority","R","OH","Licking County^ OH","430","","Y","AS","Natural Sciences"
"3.0307851E7","M","Domestic Nonminority","R","OH","Warren County^ OH","450","","Y","AP",""
"3.0107066E7","M","Domestic Nonminority","N","MI","Oakland County^ MI","483","","Y","AS","Social Sciences"
"3.0230449E7","F","International","I","","","","China","Y","AS","Natural Sciences"
"3.0344069E7","F","Domestic Minority","N","CA","San Diego County^ CA","921","","Y","BU",""
"3.0150967E7","F","Domestic Nonminority","N","DC","District Of Colu","200","","Y","EA",""
"3.0330484E7","F","Domestic Nonminority","N","MA","Plymouth County^ MA","020","","Y","AS","Natural Sciences"
"3.0292797E7","M","Domestic Nonminority","R","OH","Butler County^ OH","450","","Y","BU",""
"3.0221518E7","M","Domestic Minority","R","OH","Lucas County^ OH","435","","Y","AP",""
"3.0298452E7","M","Domestic Nonminority","N","NJ","Essex County^ NJ","070","","Y","AS","University Studies"
"3.0254811E7","M","Domestic Nonminority","R","OH","Montgomery County^ OH","454","","Y","BU",""
"3.0076152E7","M","Domestic Nonminority","N","MI","Oakland County^ MI","480","","Y","AP",""
"3.0201498E7","F","Domestic Nonminority","R","OH","Lorain County^ OH","440","","Y","BU",""
"3.0118129E7","F","Domestic Nonminority","R","OH","Warren County^ OH","450","","Y","AS","Social Sciences"
"3.0155348E7","M","Domestic Nonminority","R","OH","Summit County^ OH","442","","Y","AP",""
"3.0288572E7","F","Domestic Nonminority","N","KY","Jefferson County^ KY","402","","Y","AS","Natural Sciences"
"3.012264E7","F","Domestic Nonminority","N","NJ","Morris County^ NJ","079","","Y","BU",""
"3.0151461E7","F","Domestic Minority","N","MI","Wayne County^ MI","482","","Y","AS","Social Sciences"
"3.0315989E7","M","Domestic Nonminority","N","NJ","Morris County^ NJ","079","","Y","BU",""
"3.0107352E7","F","Domestic Nonminority","N","TN","Williamson County^ TN","370","","Y","FA",""
"3.0304991E7","M","Domestic Nonminority","N","KS","Johnson County^ KS","662","","Y","FA",""
"3.0370823E7","F","Domestic Nonminority","R","KY","Kenton County^ KY","410","","Y","AS","Social Sciences"
"3.0482337E7","F","Domestic Nonminority","N","MI","Oakland County^ MI","480","","Y","AS","University Studies"
"3.0403453E7","F","Domestic Nonminority","N","IL","Saint Clair County^ IL","622","","Y","AS","University Studies"
"3.0076451E7","M","Domestic Nonminority","N","NY","Westchester County^ NY","105","","Y","BU",""
"3.0177201E7","F","Domestic Minority","R","OH","Madison County^ OH","431","","Y","AP",""
"3.0355704E7","F","Domestic Nonminority","R","OH","Clermont County^ OH","451","","Y","AS","Social Sciences"
"3.0281305E7","M","Domestic Nonminority","R","OH","Cuyahoga County^ OH","441","","Y","BU",""
"3.0094339E7","F","Domestic Minority","N","IN","Hamilton County^ IN","460","","Y","AS","Natural Sciences"
"3.0505113E7","F","Domestic Nonminority","N","MD","Montgomery County^ MD","208","","Y","AS","Natural Sciences"
"3.0370381E7","F","Domestic Minority","R","OH","Putnam County^ OH","458","","Y","AS","Humanities"
"3.0439242E7","M","Domestic Minority","R","OH","Defiance County^ OH","435","","Y","AP",""
"3.017516E7","F","Domestic Nonminority","R","OH","Summit County^ OH","440","","Y","EA",""
"3.0263235E7","F","Domestic Nonminority","R","OH","Portage County^ OH","442","","Y","AS","Natural Sciences"
"3.0076516E7","F","Domestic Nonminority","N","IN","Hamilton County^ IN","460","","Y","AS","Natural Sciences"
"3.0186808E7","M","Domestic Nonminority","R","OH","Delaware County^ OH","430","","Y","AS","Natural Sciences"
"3.0274129E7","F","Domestic Nonminority","N","IL","Kane County^ IL","601","","Y","BU",""
"2.9958034E7","M","Domestic Nonminority","R","OH","Warren County^ OH","450","","Y","AS","Natural Sciences"
"3.0107443E7","F","Domestic Nonminority","R","OH","Franklin County^ OH","430","","Y","AS","Social Sciences"
"3.0402621E7","M","Domestic Nonminority","R","OH","Montgomery County^ OH","454","","Y","EA",""
"3.0195726E7","M","Domestic Nonminority","R","OH","Franklin County^ OH","430","","Y","AP",""
"3.0241421E7","M","Domestic Nonminority","R","OH","Summit County^ OH","443","","Y","AS","Natural Sciences"
"3.0370485E7","M","Domestic Nonminority","R","OH","Delaware County^ OH","430","","Y","BU",""
"3.0290743E7","M","Domestic Nonminority","R","OH","Union County^ OH","430","","Y","BU",""
"3.0186665E7","F","Domestic Nonminority","R","OH","Summit County^ OH","442","","Y","BU",""
"3.0148536E7","F","Domestic Nonminority","R","OH","Paulding County^ OH","458","","Y","AP",""
"3.0194972E7","M","Domestic Minority","N","CA","San Diego County^ CA","920","","Y","BU",""
"3.0215629E7","M","Domestic Nonminority","N","IL","Lake County^ IL","600","","Y","AP",""
"3.0202928E7","F","Domestic Nonminority","N","WI","Waukesha County^ WI","530","","Y","BU",""
"3.0274363E7","F","Domestic Minority","R","OH","Clark County^ OH","455","","Y","EA",""
"3.0140801E7","F","Domestic Nonminority","N","IL","Du Page County^ IL","605","","Y","AP",""
"3.0250937E7","F","Domestic Nonminority","N","KY","Oldham County^ KY","400","","Y","FA",""
"3.011614E7","F","Domestic Minority","R","OH","Cuyahoga County^ OH","441","","Y","AS","Social Sciences"
"3.0206243E7","F","Domestic Nonminority","R","OH","Van Wert County^ OH","458","","Y","AS","Social Sciences"
"3.0189564E7","M","Domestic Nonminority","N","MI","Livingston County^ MI","481","","Y","AS","University Studies"
"3.0210169E7","M","Domestic Nonminority","N","MO","Franklin County^ MO","630","","Y","BU",""
"3.0278029E7","F","Domestic Minority","R","OH","Delaware County^ OH","430","","Y","AS","Social Sciences"
"3.0183766E7","M","Domestic Nonminority","N","NY","Suffolk County^ NY","117","","Y","AS","University Studies"
"3.0407145E7","F","Domestic Nonminority","R","OH","Stark County^ OH","446","","Y","BU",""
"3.0591914E7","F","Domestic Nonminority","R","OH","Franklin County^ OH","432","","","AS","Natural Sciences"
"2.9963624E7","M","Domestic Nonminority","R","OH","Scioto County^ OH","456","","Y","FA",""
"3.0395445E7","M","Domestic Nonminority","N","PA","Allegheny County^ PA","151","","Y","AS","Social Sciences"
"3.0306785E7","F","Domestic Nonminority","N","NJ","Union County^ NJ","079","","Y","AS","Natural Sciences"
"3.0377622E7","M","Domestic Nonminority","N","IL","Du Page County^ IL","605","","Y","AS","Social Sciences"
"3.0202252E7","M","Domestic Minority","R","OH","Cuyahoga County^ OH","441","","Y","BU",""
"3.0207504E7","F","Domestic Minority","R","OH","Butler County^ OH","450","","Y","AS","Social Sciences"
"3.0363881E7","M","Domestic Nonminority","R","OH","Summit County^ OH","442","","Y","BU",""
"3.022027E7","F","Domestic Nonminority","N","IL","Lake County^ IL","600","","Y","EA",""
"3.0284542E7","F","Domestic Nonminority","N","CT","Fairfield County^ CT","068","","Y","AS","Social Sciences"
"3.0318953E7","M","Domestic Nonminority","N","MD","Baltimore County^ MD","211","","Y","AP",""
"3.0205957E7","M","Domestic Nonminority","R","OH","Lucas County^ OH","436","","Y","AS","Natural Sciences"
"3.0168699E7","M","Domestic Nonminority","R","OH","Hamilton County^ OH","452","","Y","AS","University Studies"
"3.0305524E7","F","Domestic Minority","R","OH","Tuscarawas County^ OH","446","","Y","BU",""
"3.0452281E7","F","International","I","","","","Vietnam","Y","AS","Natural Sciences"
"3.0402114E7","M","International","I","","","","Vietnam","Y","AP",""
"3.0175836E7","F","Domestic Nonminority","R","OH","Union County^ OH","430","","Y","BU",""
"3.0203656E7","M","Domestic Nonminority","N","IL","Cook County^ IL","600","","Y","EA",""
"3.0260401E7","M","Domestic Minority","R","OH","Lucas County^ OH","436","","Y","AP",""
"3.0135289E7","M","Domestic Minority","R","OH","Hamilton County^ OH","452","","Y","AP",""
"3.0279251E7","F","Domestic Nonminority","N","CT","Fairfield County^ CT","068","","Y","AS","Humanities"
"3.0366949E7","M","Domestic Nonminority","N","CT","Fairfield County^ CT","068","","Y","AP",""
"3.0311907E7","F","Domestic Minority","R","OH","Montgomery County^ OH","454","","Y","AS","University Studies"
"3.0360202E7","F","Domestic Minority","R","OH","Stark County^ OH","446","","Y","AS","University Studies"
"3.0109614E7","F","Domestic Nonminority","N","MI","Monroe County^ MI","481","","Y","AS","Natural Sciences"
"3.0392442E7","F","Domestic Nonminority","N","WI","Ozaukee County^ WI","530","","Y","BU",""
"3.0256306E7","M","Domestic Nonminority","N","IL","Cook County^ IL","607","","Y","AS","University Studies"
"3.022612E7","F","Domestic Nonminority","R","OH","Summit County^ OH","442","","Y","EA",""
"3.0220985E7","M","Domestic Nonminority","N","MI","Oakland County^ MI","481","","Y","AS","Humanities"
"3.0358278E7","M","Domestic Nonminority","R","OH","Hamilton County^ OH","452","","Y","AP",""
"3.0423096E7","M","Domestic Nonminority","N","DE","New Castle County^ DE","198","","Y","BU",""
"3.0169622E7","M","Domestic Nonminority","R","OH","Cuyahoga County^ OH","441","","Y","BU",""
"3.0109523E7","M","Domestic Minority","N","FL","Manatee County^ FL","342","","Y","BU",""
"3.0182687E7","M","Domestic Nonminority","R","OH","Lorain County^ OH","440","","Y","FA",""
"3.0212652E7","F","Domestic Nonminority","N","IL","Du Page County^ IL","601","","Y","EA",""
"2.9938638E7","F","Domestic Nonminority","R","OH","Butler County^ OH","450","","Y","AS","Social Sciences"
"3.0162342E7","F","Domestic Nonminority","N","IL","Cook County^ IL","602","","Y","AS","University Studies"
"3.0210585E7","F","Domestic Nonminority","R","OH","Cuyahoga County^ OH","441","","Y","AS","Natural Sciences"
"3.0469519E7","M","Domestic Nonminority","N","PA","Chester County^ PA","193","","Y","AP",""
"2.9963962E7","F","Domestic Minority","R","OH","Montgomery County^ OH","454","","Y","AS","Natural Sciences"
"3.0241551E7","F","Domestic Minority","N","IL","Cook County^ IL","604","","Y","EA",""
"3.0241252E7","F","Domestic Minority","R","OH","Hamilton County^ OH","450","","Y","AS","Humanities"
"3.0296216E7","F","Domestic Nonminority","R","OH","Franklin County^ OH","431","","Y","EA",""
"3.0384421E7","M","Domestic Nonminority","R","OH","Lake County^ OH","440","","Y","AP",""
"3.0179424E7","F","Domestic Nonminority","N","IN","Bartholomew County^ IN","472","","Y","AS","Humanities"
"3.0312765E7","M","Domestic Nonminority","R","OH","Cuyahoga County^ OH","441","","Y","AS","Natural Sciences"
"3.0325908E7","M","Domestic Minority","N","IL","Cook County^ IL","603","","Y","AP",""
"3.0393638E7","M","Domestic Nonminority","R","OH","Warren County^ OH","450","","Y","FA",""
"3.0190045E7","M","Domestic Nonminority","N","MA","Essex County^ MA","019","","Y","BU",""
"3.0091687E7","F","Domestic Nonminority","R","OH","Union County^ OH","430","","Y","AS","Social Sciences"
"3.0473016E7","M","Domestic Minority","R","OH","Franklin County^ OH","432","","Y","AS","Natural Sciences"
"3.0365987E7","F","Domestic Nonminority","R","OH","Franklin County^ OH","432","","Y","AS","Natural Sciences"
"3.0102594E7","M","Domestic Nonminority","N","MI","Oakland County^ MI","483","","Y","BU",""
"3.0195323E7","F","Domestic Nonminority","R","OH","Belmont County^ OH","439","","Y","AS","University Studies"
"3.0300285E7","F","Domestic Nonminority","N","MO","Jackson County^ MO","641","","Y","AS","University Studies"
"3.011133E7","M","Domestic Nonminority","R","OH","Lorain County^ OH","440","","Y","AS","Natural Sciences"
"3.0170519E7","F","Domestic Nonminority","R","OH","Erie County^ OH","448","","Y","BU",""
"3.0362191E7","F","Domestic Nonminority","R","OH","Brown County^ OH","451","","Y","AS","Natural Sciences"
"3.0491073E7","F","International","I","","","","China","Y","AS","University Studies"
"3.0365935E7","F","Domestic Nonminority","R","OH","Scioto County^ OH","456","","Y","FA",""
"3.0149875E7","M","Domestic Nonminority","R","OH","Medina County^ OH","442","","Y","AP",""
"3.0307773E7","F","Domestic Nonminority","N","MA","Essex County^ MA","018","","Y","AS","Social Sciences"
"3.0075749E7","M","Domestic Nonminority","N","CO","Jefferson County^ CO","804","","Y","EA",""
"2.9961908E7","F","Domestic Nonminority","R","OH","Trumbull County^ OH","444","","Y","BU",""
"3.0259816E7","M","International","I","","","","Vietnam","Y","AS","Natural Sciences"
"3.0295904E7","M","International","I","","","","Vietnam","Y","BU",""
"3.0089529E7","F","Domestic Nonminority","N","IL","Lake County^ IL","600","","Y","AS","Natural Sciences"
"3.0252952E7","F","Domestic Nonminority","R","OH","Highland County^ OH","451","","Y","EA",""
"3.0195388E7","F","Domestic Nonminority","R","OH","Warren County^ OH","450","","Y","AS","Natural Sciences"
"3.035248E7","M","Domestic Nonminority","N","CO","Douglas County^ CO","801","","Y","AP",""
"3.0370875E7","F","Domestic Minority","R","OH","Lake County^ OH","440","","Y","AS","University Studies"
"3.0402036E7","M","Domestic Nonminority","R","OH","Warren County^ OH","450","","Y","BU",""
"3.0355769E7","F","Domestic Minority","R","OH","Miami County^ OH","453","Peru","Y","BU",""
"3.0293122E7","M","Domestic Nonminority","R","OH","Lorain County^ OH","440","","Y","BU",""
"3.0248883E7","M","Domestic Nonminority","R","OH","Montgomery County^ OH","454","","Y","AS","University Studies"
"3.0369523E7","F","Domestic Nonminority","N","MO","Boone County^ MO","652","","Y","AS","Natural Sciences"
"3.035118E7","M","Domestic Nonminority","R","OH","Franklin County^ OH","430","","Y","BU",""
"2.9963975E7","F","Domestic Nonminority","R","OH","Williams County^ OH","435","","Y","AS","Social Sciences"
"3.039759E7","M","Domestic Nonminority","R","OH","Richland County^ OH","449","","Y","AS","University Studies"
"3.0413216E7","M","Domestic Nonminority","R","OH","Butler County^ OH","450","","","AP",""
"3.021754E7","F","Domestic Nonminority","R","OH","Greene County^ OH","454","","Y","AS","University Studies"
"3.0123966E7","M","Domestic Nonminority","R","OH","Clermont County^ OH","451","","Y","BU",""
"3.043685E7","F","Domestic Nonminority","R","OH","Butler County^ OH","450","","","AS","Social Sciences"
"3.0166385E7","M","Domestic Nonminority","R","OH","Warren County^ OH","451","","Y","AS","Humanities"
"2.9931189E7","F","Domestic Nonminority","R","OH","Butler County^ OH","450","","Y","EA",""
"3.0460471E7","M","International","I","","","","China","Y","AS","Social Sciences"
"3.0374086E7","F","Domestic Minority","R","OH","Butler County^ OH","450","","Y","AS","University Studies"
"3.0449707E7","M","Domestic Nonminority","R","OH","Delaware County^ OH","430","","Y","AS","University Studies"
"3.0401217E7","F","Domestic Nonminority","R","OH","Hamilton County^ OH","452","","Y","FA",""
"3.0362269E7","F","Domestic Minority","R","OH","Butler County^ OH","450","","Y","BU",""
"3.0294396E7","F","Domestic Minority","R","OH","Geauga County^ OH","440","","Y","BU",""
"3.0183116E7","F","Domestic Nonminority","R","OH","Mercer County^ OH","458","","Y","AP",""
"2.9966289E7","F","Domestic Nonminority","R","OH","Hamilton County^ OH","452","","Y","AS","Natural Sciences"
"3.008689E7","F","Domestic Nonminority","R","OH","Lucas County^ OH","435","","Y","EA",""
"3.0140697E7","F","Domestic Nonminority","R","OH","Summit County^ OH","443","","Y","BU",""
"3.0164955E7","F","Domestic Nonminority","N","IN","Marion County^ IN","462","","Y","AS","Social Sciences"
"3.0198768E7","F","Domestic Nonminority","R","OH","Miami County^ OH","453","","Y","EA",""
"3.0251951E7","M","Domestic Nonminority","R","OH","Delaware County^ OH","430","","Y","AS","Natural Sciences"
"3.0304744E7","M","Domestic Nonminority","N","IL","Cook County^ IL","600","","Y","AP",""
"3.0263131E7","F","Domestic Nonminority","R","OH","Delaware County^ OH","430","","Y","AS","University Studies"
"3.0203942E7","M","Domestic Nonminority","N","MI","Oakland County^ MI","483","","Y","FA",""
"3.0318407E7","F","Domestic Minority","R","OH","Greene County^ OH","454","","Y","AS","Natural Sciences"
"3.0283632E7","M","Domestic Nonminority","R","OH","Butler County^ OH","450","","Y","BU",""
"3.0112929E7","M","Domestic Nonminority","N","NJ","Union County^ NJ","070","","Y","BU",""
"3.0284997E7","F","Domestic Nonminority","R","OH","Erie County^ OH","448","","Y","AS","Natural Sciences"
"3.0310269E7","F","Domestic Minority","R","OH","Cuyahoga County^ OH","441","","Y","AS","Humanities"
"3.0248558E7","F","Domestic Nonminority","R","OH","Delaware County^ OH","430","","Y","BU",""
"3.0253082E7","M","Domestic Minority","N","IL","Cook County^ IL","606","","","BU",""
"3.0224014E7","F","Domestic Minority","R","OH","Butler County^ OH","450","","Y","AS","Natural Sciences"
"3.0108327E7","F","Domestic Minority","R","OH","Montgomery County^ OH","454","Dominican Republic","Y","AS","Natural Sciences"
"3.0248519E7","F","Domestic Nonminority","R","OH","Warren County^ OH","450","","Y","AS","Humanities"
"3.0391454E7","M","Domestic Nonminority","R","OH","Summit County^ OH","442","","Y","BU",""
"3.0155998E7","M","Domestic Nonminority","N","FL","Palm Beach County^ FL","334","","Y","AS","Humanities"
"3.0250209E7","F","Domestic Nonminority","R","OH","Hamilton County^ OH","452","","Y","EA",""
"3.037224E7","F","Domestic Minority","N","IL","Lake County^ IL","600","","Y","AP",""
"3.0233569E7","M","Domestic Nonminority","R","OH","Hamilton County^ OH","452","","Y","AS","University Studies"
"3.036392E7","F","Domestic Nonminority","N","FL","Pinellas County^ FL","337","","Y","AS","Natural Sciences"
"3.0253823E7","F","Domestic Nonminority","R","OH","Cuyahoga County^ OH","441","","Y","AP",""
"3.0248103E7","F","Domestic Nonminority","N","IL","Cook County^ IL","600","","Y","AS","Natural Sciences"
"3.0122302E7","F","Domestic Nonminority","R","OH","Delaware County^ OH","430","","Y","AS","University Studies"
"3.0244216E7","M","Domestic Nonminority","N","IL","Lake County^ IL","600","","Y","AP",""
"3.0148692E7","M","Domestic Minority","N","WI","Waukesha County^ WI","531","","Y","BU",""
"3.0161133E7","M","Domestic Minority","R","OH","Cuyahoga County^ OH","441","Congo","Y","AS","University Studies"
"3.0171936E7","F","Domestic Nonminority","N","CT","Fairfield County^ CT","068","","Y","AS","University Studies"
"3.0157129E7","M","Domestic Nonminority","R","OH","Cuyahoga County^ OH","441","","Y","AS","Natural Sciences"
"3.0202122E7","F","Domestic Nonminority","N","IN","Boone County^ IN","460","","Y","EA",""
"3.0247947E7","F","Domestic Nonminority","N","IL","Cook County^ IL","600","","Y","AP",""
"3.0234739E7","F","Domestic Nonminority","R","OH","Montgomery County^ OH","454","","Y","AS","Social Sciences"
"2.8702E7","M","Domestic Nonminority","R","OH","Butler County^ OH","450","","Y","FA",""
"3.024978E7","M","Domestic Nonminority","R","OH","Cuyahoga County^ OH","441","","Y","AS","University Studies"
"3.0230943E7","M","Domestic Nonminority","R","OH","Butler County^ OH","450","","","AS","Natural Sciences"
"3.0281175E7","M","Domestic Nonminority","R","OH","Clermont County^ OH","452","","Y","BU",""
"3.037744E7","M","Domestic Nonminority","R","OH","Mercer County^ OH","458","","Y","AP",""
"3.0223468E7","F","Domestic Nonminority","R","OH","Hamilton County^ OH","452","","Y","AS","Natural Sciences"
"3.0115022E7","M","Domestic Nonminority","N","IL","Will County^ IL","604","","Y","BU",""
"3.0076776E7","M","Domestic Nonminority","R","OH","Putnam County^ OH","458","","Y","AP",""
"3.0258711E7","M","Domestic Nonminority","R","OH","Warren County^ OH","450","","Y","BU",""
"3.0159144E7","M","Domestic Nonminority","R","OH","Hamilton County^ OH","452","","Y","BU",""
"3.0296437E7","F","Domestic Nonminority","R","OH","Erie County^ OH","448","","Y","AS","Social Sciences"
"3.0438722E7","M","Domestic Minority","N","IL","Cook County^ IL","604","","Y","AS","Social Sciences"
"3.0315365E7","F","Domestic Minority","R","OH","Franklin County^ OH","431","","Y","EA",""
"3.0229448E7","M","Domestic Nonminority","R","OH","Franklin County^ OH","432","","Y","BU",""
"3.0119546E7","F","Domestic Nonminority","R","OH","Stark County^ OH","447","","Y","AP",""
"3.033103E7","M","Domestic Minority","R","OH","Clark County^ OH","455","","Y","AS","University Studies"
"3.0198222E7","F","Domestic Nonminority","R","OH","Hamilton County^ OH","452","","Y","EA",""
"3.0125266E7","M","Domestic Nonminority","R","OH","Marion County^ OH","433","","Y","AS","Social Sciences"
"3.0217995E7","F","Domestic Nonminority","N","IL","Cook County^ IL","602","","Y","AS","Social Sciences"
"3.0388555E7","M","Domestic Nonminority","R","OH","Butler County^ OH","450","","Y","AP",""
"3.0204176E7","F","Domestic Nonminority","R","OH","Williams County^ OH","435","","Y","BU",""
"3.0253238E7","M","Domestic Nonminority","R","OH","Portage County^ OH","442","","Y","AP",""
"3.0081144E7","M","Domestic Nonminority","R","OH","Montgomery County^ OH","454","","Y","BU",""
"3.0339454E7","M","Domestic Minority","R","OH","Hamilton County^ OH","452","","Y","AS","Humanities"
"3.009378E7","M","Domestic Nonminority","R","OH","Warren County^ OH","450","","Y","BU",""
"3.0396979E7","F","Domestic Nonminority","R","OH","Hamilton County^ OH","452","","Y","FA",""
"3.0499952E7","M","Domestic Nonminority","N","VA","Falls Church Cit County^ VA","220","","Y","AP",""
"3.0409537E7","M","International","I","","","","China","Y","AS","Natural Sciences"
"3.0347722E7","F","Domestic Nonminority","R","OH","Miami County^ OH","453","","Y","EA",""
"3.0339285E7","F","Domestic Nonminority","R","OH","Lorain County^ OH","440","","Y","FA",""
"3.0139345E7","F","Domestic Nonminority","R","OH","Cuyahoga County^ OH","441","","Y","AS","Humanities"
"2.9974375E7","M","Domestic Nonminority","R","OH","Butler County^ OH","450","","Y","AP",""
"3.0104765E7","M","Domestic Nonminority","N","MI","Oakland County^ MI","483","","Y","BU",""
"3.0249221E7","M","Domestic Nonminority","N","IL","Cook County^ IL","600","","","AP",""
"3.0364427E7","M","Domestic Nonminority","R","OH","Butler County^ OH","450","","","AP",""
"3.030178E7","M","Domestic Nonminority","R","OH","Richland County^ OH","449","","Y","AS","Social Sciences"
"3.0102633E7","F","Domestic Nonminority","R","OH","Warren County^ OH","450","","Y","AS","Social Sciences"
"3.0149199E7","F","Domestic Minority","N","PA","Allegheny County^ PA","152","","Y","BU",""
"3.022144E7","F","Domestic Nonminority","R","OH","Delaware County^ OH","430","","Y","BU",""
"3.052707E7","M","International","I","","","","India","Y","AP",""
"3.0380937E7","M","Domestic Nonminority","R","OH","Cuyahoga County^ OH","441","","Y","AS","Natural Sciences"
"3.0364115E7","M","Domestic Nonminority","N","CT","Fairfield County^ CT","068","","Y","BU",""
"3.0289911E7","M","Domestic Nonminority","R","MI","Ingham County^ MI","488","","Y","BU",""
