"Dummy ID","SUBJ_CODE","COURSE_NUMBER"
"2.936357E7","BUS","102"
"2.936357E7","BUS","101"
"2.936357E7","ESP","103"
"2.9364155E7","GLG","115L"
"2.9364155E7","GLG","121"
"2.9364155E7","SPN","101"
"2.9364155E7","GLG","147"
"2.9364155E7","ENG","111"
"2.9364155E7","MTH","104"
"2.9364805E7","WST","122"
"2.9364805E7","CHM","141"
"2.9364805E7","BIO","115"
"2.9364805E7","CHM","144"
"2.9365156E7","BIO","147"
"2.9365156E7","BIO","115"
"2.9365156E7","CHM","141"
"2.9365156E7","CHM","144"
"2.9365156E7","SPN","111"
"2.9365156E7","PMD","101"
"2.9365351E7","CEC","101"
"2.9365351E7","MTH","151H"
"2.9365351E7","PHY","191"
"2.9365351E7","AMS","205"
"2.9365351E7","BIO","121"
"2.9365754E7","ENG","163"
"2.9365754E7","UNV","101"
"2.9365754E7","HST","111"
"2.9365754E7","SPN","201"
"2.9365754E7","BIO","176"
"2.9365754E7","GEO","201"
"2.9367392E7","MTH","104"
"2.9367392E7","MME","102"
"2.9367392E7","CEC","101"
"2.9367392E7","PHY","191"
"2.9367392E7","EDL","290E"
"2.9367392E7","MTH","151"
"2.9367392E7","EDL","260"
"2.936786E7","ECO","201"
"2.936786E7","STA","125"
"2.936786E7","CSE","148"
"2.936786E7","CHM","111L"
"2.936786E7","CHM","111"
"2.936786E7","MBI","111"
"2.9370564E7","BIO","131"
"2.9370564E7","UNV","101"
"2.9370564E7","MUS","101"
"2.9370564E7","MUS","100D"
"2.9370564E7","ENG","111"
"2.9370564E7","MUS","235"
"2.9370564E7","MUS","160"
"2.9370564E7","MUS","140"
"2.9370564E7","MUS","144A"
"2.9370564E7","MUS","151"
"2.9372072E7","UNV","101"
"2.9372072E7","JRN","101"
"2.9372072E7","BIO","131"
"2.9372072E7","POL","221"
"2.9372072E7","FRE","101"
"2.9372072E7","ESP","101"
"2.93728E7","MTH","151"
"2.93728E7","SPN","111"
"2.93728E7","BWS","156"
"2.93728E7","PMD","101"
"2.93728E7","EDT","310"
"2.93728E7","MBI","115H"
"2.9380574E7","THE","131"
"2.9380574E7","THE","200D"
"2.9380574E7","GEO","122"
"2.9380574E7","MAC","143"
"2.9380574E7","THE","101"
"2.9380574E7","THE","107"
"2.9518803E7","MBI","123"
"2.9518803E7","ATH","175"
"2.9518803E7","MBI","111"
"2.9518803E7","GER","201"
"2.9518803E7","UNV","101"
"2.9518803E7","STA","261"
"2.9602003E7","CSE","148"
"2.9602003E7","CAS","116"
"2.9602003E7","PHY","101"
"2.9602003E7","MTH","151"
"2.9613027E7","HST","112"
"2.9613027E7","PHL","131"
"2.9613027E7","ENG","111"
"2.9613027E7","MTH","151"
"2.9613027E7","UNV","101C"
"2.9613469E7","ESP","103"
"2.9613469E7","ESP","101"
"2.9613469E7","ARC","107"
"2.9613469E7","BUS","104"
"2.9613469E7","BUS","102"
"2.9613469E7","BUS","101"
"2.9613469E7","PHY","101"
"2.9620086E7","PHY","121"
"2.9620086E7","HST","245"
"2.9620086E7","ARC","188"
"2.9620086E7","MTH","151"
"2.9620086E7","UNV","101"
"2.9676207E7","CHM","141"
"2.9676207E7","CHM","144"
"2.9676207E7","MTH","251"
"2.9676207E7","PHY","191"
"2.9676207E7","CEC","101"
"2.9676207E7","SOC","153"
"2.971561E7","ARC","188"
"2.971561E7","FRE","101"
"2.971561E7","GTY","154"
"2.971561E7","KNH","150E"
"2.971561E7","UNV","101"
"2.971561E7","FAS","101"
"2.9718548E7","MUS","100G"
"2.9718548E7","ARB","101"
"2.9718548E7","ITS","201H"
"2.9718548E7","GLG","121"
"2.9718548E7","ITS","390A"
"2.9718548E7","SPN","315"
"2.9799018E7","SPN","111"
"2.9799018E7","PSY","111"
"2.9799018E7","PSY","112"
"2.9799018E7","BIO","115"
"2.9799018E7","ESP","101"
"2.9826058E7","ART","281"
"2.9826058E7","ENG","111"
"2.9826058E7","PHY","121"
"2.9826058E7","UNV","101"
"2.9826058E7","ART","103"
"2.9826058E7","ART","121"
"2.9826058E7","ART","102"
"2.9826058E7","ART","188"
"2.9829919E7","CSE","148"
"2.9829919E7","CAS","116"
"2.9829919E7","MTH","151"
"2.9829919E7","ENG","108"
"2.9914562E7","PMD","101"
"2.9914562E7","BIO","161"
"2.9914562E7","KNH","188"
"2.9914562E7","PSY","111"
"2.9914562E7","PSY","112"
"2.9914562E7","MUS","225"
"2.9914562E7","KNH","182"
"2.9925235E7","PHY","191"
"2.9925235E7","MTH","151"
"2.9925235E7","PHL","105H"
"2.9925235E7","CEC","101"
"2.9925235E7","MME","102"
"2.9925599E7","BIO","161"
"2.9925599E7","ECO","201H"
"2.9925599E7","BUS","101"
"2.9925599E7","UNV","101"
"2.9925599E7","BUS","102"
"2.9925599E7","BUS","104"
"2.9925599E7","ESP","103"
"2.9928511E7","STA","261"
"2.9928511E7","KNH","102"
"2.9928511E7","KNH","184"
"2.9928511E7","KNH","182"
"2.9928511E7","KNH","184L"
"2.9928511E7","PMD","101"
"2.9930695E7","GLG","115L"
"2.9930695E7","GLG","111"
"2.9930695E7","EDT","190H"
"2.9930695E7","MUS","100E"
"2.9930695E7","MUS","100Y"
"2.9930695E7","EDP","201"
"2.9930695E7","MTH","115"
"2.9930851E7","PSY","111"
"2.9930851E7","EDL","110"
"2.9930851E7","KNH","188"
"2.9930851E7","PSY","112"
"2.9930851E7","KNH","177R"
"2.9930851E7","UNV","101"
"2.9930851E7","KNH","102"
"2.9930851E7","BIO","161"
"2.9930877E7","ACC","221"
"2.9930877E7","BUS","102"
"2.9930877E7","BUS","101"
"2.9930877E7","SOC","165"
"2.9930877E7","ESP","103"
"2.9930877E7","BUS","104"
"2.9930877E7","MUS","285"
"2.9931189E7","KNH","103"
"2.9931189E7","PSY","111"
"2.9931189E7","ART","188"
"2.9931189E7","PSY","112"
"2.9931189E7","UNV","101"
"2.9931189E7","KNH","188H"
"2.9931189E7","BIO","161"
"2.9932567E7","MBI","131"
"2.9932567E7","UNV","101"
"2.9932567E7","ITS","201"
"2.9932567E7","HST","296"
"2.9932567E7","POL","221"
"2.9937585E7","EDL","110"
"2.9937585E7","JPN","101"
"2.9937585E7","MTH","249H"
"2.9937585E7","MTH","190"
"2.9937585E7","BIO","176"
"2.9938638E7","UNV","101"
"2.9938638E7","GIC","301"
"2.9938638E7","FRE","101"
"2.9938638E7","ITS","201"
"2.9938638E7","MBI","111"
"2.9938638E7","HST","296"
"2.9938651E7","PSY","112M"
"2.9938651E7","MBI","131"
"2.9938651E7","ART","155"
"2.9938651E7","STA","261"
"2.9938651E7","PSY","111"
"2.9938729E7","KNH","188"
"2.9938729E7","ART","188"
"2.9938729E7","BIO","161"
"2.9938729E7","KNH","102"
"2.9938729E7","KNH","184L"
"2.9938729E7","KNH","184"
"2.9938794E7","MUS","101"
"2.9938794E7","GLG","115L"
"2.9938794E7","EDP","101"
"2.9938794E7","GLG","111"
"2.9938794E7","MUS","140"
"2.9938794E7","MUS","151"
"2.9938794E7","MUS","151"
"2.9938794E7","MUS","175"
"2.9938794E7","MUS","100Q"
"2.9938794E7","MUS","144B"
"2.9938794E7","MUS","142A"
"2.9940198E7","MTH","104"
"2.9940198E7","UNV","101"
"2.9940198E7","MUS","225"
"2.9940198E7","GLG","121"
"2.9940198E7","CSE","148"
"2.9940276E7","PHY","191"
"2.9940276E7","CEC","101"
"2.9940276E7","CSE","174"
"2.9940276E7","MTH","190"
"2.9940276E7","MTH","151"
"2.9940705E7","CSE","148"
"2.9940705E7","PHL","103"
"2.9940705E7","MTH","104"
"2.9940705E7","UNV","101"
"2.9945164E7","ARC","101"
"2.9945164E7","ARC","103"
"2.9945164E7","ARC","113"
"2.9945164E7","EDL","110"
"2.9945164E7","ATH","175"
"2.9945164E7","GER","201"
"2.9945164E7","UNV","101"
"2.9950403E7","PSY","111"
"2.9950403E7","ITS","201"
"2.9950403E7","ATH","185"
"2.9950403E7","POL","142"
"2.9950403E7","PSY","112"
"2.9950403E7","UNV","101"
"2.995052E7","PSY","242"
"2.995052E7","UNV","101"
"2.995052E7","ENG","111"
"2.995052E7","ENG","169"
"2.995052E7","PSY","210"
"2.995052E7","ENG","226"
"2.9956448E7","MTH","151"
"2.9956448E7","ENG","111"
"2.9956448E7","UNV","101"
"2.9956448E7","MUS","225"
"2.9956448E7","ATH","175"
"2.9956513E7","BUS","101"
"2.9956513E7","BUS","102"
"2.9956513E7","KNH","150C"
"2.9956513E7","BUS","104"
"2.9956513E7","MTH","104"
"2.9956513E7","ESP","103"
"2.9956981E7","UNV","101"
"2.7708072E7","CEC","266"
"2.7708072E7","HST","111"
"2.7708072E7","PHY","191"
"2.7708072E7","CEC","101"
"2.7708072E7","MTH","151"
"2.8702E7","IMS","222"
"2.8702E7","KNH","102"
"2.8702E7","EDL","110"
"2.8702E7","KNH","103"
"2.8702E7","IMS","254"
"2.8702E7","MUS","100E"
"2.8702E7","MUS","100N"
"2.8702E7","MUS","100Y"
"2.8734357E7","UNV","101"
"2.8734357E7","GEO","101"
"2.8734357E7","AMS","207"
"2.8734357E7","GEO","121"
"2.8734357E7","FRE","101"
"2.8740077E7","PHL","105H"
"2.8740077E7","UNV","101C"
"2.8740077E7","KNH","150E"
"2.8740077E7","BIO","161"
"2.8740077E7","SPN","201"
"2.8740077E7","ARC","188"
"2.8741156E7","CHM","144"
"2.8741156E7","MTH","151"
"2.8741156E7","PMD","101"
"2.8741156E7","BIO","115"
"2.8741156E7","BIO","147"
"2.8741156E7","CHM","141"
"2.8865969E7","UNV","101"
"2.8865969E7","MUS","100Q"
"2.8865969E7","MUS","425"
"2.8865969E7","MUS","171"
"2.8865969E7","MUS","160"
"2.8865969E7","GER","201"
"2.8865969E7","MUS","235"
"2.8865969E7","MUS","144A"
"2.8865969E7","MUS","140"
"2.9122173E7","ENG","111"
"2.9122173E7","MTH","151"
"2.9122173E7","EDL","110"
"2.9122173E7","PHY","191"
"2.9122173E7","CEC","101"
"2.9122173E7","CEC","266"
"2.9335867E7","MTH","104"
"2.9335867E7","EDL","100"
"2.9335867E7","CEC","101"
"2.9335867E7","ATH","185"
"2.9335867E7","MBI","131"
"2.9336088E7","ESP","103"
"2.9336088E7","BUS","104"
"2.9336088E7","UNV","101"
"2.9336088E7","BUS","102"
"2.9336088E7","BUS","101"
"2.9336088E7","BWS","151"
"2.9336088E7","ECO","201H"
"2.9341028E7","CHM","141"
"2.9341028E7","ARC","188"
"2.9341028E7","SOC","153"
"2.9341028E7","CHM","144"
"2.9341028E7","PMD","101"
"2.9341028E7","BIO","115H"
"2.9341028E7","BIO","147"
"2.9347203E7","PHY","101"
"2.9347203E7","SPA","127"
"2.9347203E7","EDP","201"
"2.9347203E7","FSW","261"
"2.9347203E7","EDP","272"
"2.9347203E7","UNV","101"
"2.9347905E7","ART","189"
"2.9347905E7","FSW","261"
"2.9347905E7","MBI","131"
"2.9347905E7","MTH","115"
"2.9347905E7","EDT","221"
"2.9348113E7","MTH","104"
"2.9348113E7","MUS","189"
"2.9348113E7","SPN","311"
"2.9348113E7","CHM","111"
"2.9348113E7","UNV","101C"
"2.9350388E7","CHM","111"
"2.9350388E7","AMS","207"
"2.9350388E7","UNV","101"
"2.9350388E7","MTH","104"
"2.9355159E7","MTH","249"
"2.9355159E7","BUS","101"
"2.9355159E7","ACC","221"
"2.9355159E7","BUS","102"
"2.9355159E7","ESP","103"
"2.9355159E7","BUS","104"
"2.935603E7","UNV","101"
"2.935603E7","EDL","290R"
"2.935603E7","SOC","153"
"2.935603E7","WGS","201"
"2.935603E7","MBI","111"
"2.9356667E7","CHM","141"
"2.9356667E7","ENG","111"
"2.9356667E7","MUS","189"
"2.9356667E7","CHM","144"
"2.9356667E7","MTH","104"
"2.9357265E7","MUS","100Q"
"2.9357265E7","MUS","100A"
"2.9357265E7","POL","271"
"2.9357265E7","KNH","112"
"2.9357265E7","ENG","111"
"2.9357265E7","LAT","101"
"2.9357265E7","ATH","185"
"2.9357746E7","MTH","104"
"2.9357746E7","UNV","101"
"2.9357746E7","BUS","102"
"2.9357746E7","BUS","104"
"2.9357746E7","ESP","103"
"2.9357746E7","BIO","121"
"2.9357746E7","BUS","101"
"2.9359176E7","MUS","206"
"2.9359176E7","BIO","161"
"2.9359176E7","STA","261"
"2.9359176E7","KNH","188"
"2.9359176E7","UNV","101"
"2.9359644E7","CSE","148"
"2.9359644E7","FST","220"
"2.9359644E7","UNV","101"
"2.9359644E7","MTH","104"
"2.9359644E7","MBI","111"
"2.9359748E7","BUS","104"
"2.9359748E7","MGT","291"
"2.9359748E7","BUS","102"
"2.9359748E7","BUS","101"
"2.9359748E7","ECO","201H"
"2.9359748E7","ESP","103"
"2.9360931E7","ATH","155"
"2.9360931E7","EDP","101"
"2.9360931E7","ENG","111"
"2.9360931E7","PHL","105"
"2.9360931E7","WST","122"
"2.9360931E7","UNV","101C"
"2.9361256E7","UNV","101"
"2.9361256E7","WST","122"
"2.9361256E7","BUS","104"
"2.9361256E7","ESP","103"
"2.9361256E7","STA","125"
"2.9361256E7","BUS","102"
"2.9361256E7","BUS","101"
"2.9361646E7","CHM","141"
"2.9361646E7","MTH","151"
"2.9361646E7","CHM","144M"
"2.9361646E7","CHM","147"
"2.9361646E7","FRE","201"
"2.9361698E7","UNV","101C"
"2.9361698E7","CHM","111"
"2.9361698E7","ESP","101"
"2.9361698E7","ATH","145"
"2.9361698E7","SPN","201"
"2.9361698E7","MTH","151"
"2.9362088E7","CHM","144"
"2.9362088E7","AMS","205"
"2.9362088E7","CHM","141R"
"2.9362088E7","CEC","101"
"2.9362088E7","MTH","104"
"2.9362231E7","UNV","101"
"2.9362231E7","MAC","143H"
"2.9362231E7","JRN","201"
"2.9362231E7","SPN","111"
"2.9362231E7","THE","191"
"2.9362231E7","MBI","131"
"2.9362478E7","IDS","159"
"2.9362478E7","UNV","101"
"2.9362478E7","KNH","188"
"2.9362478E7","MBI","111"
"2.9362478E7","MBI","131"
"2.9362478E7","PHL","103"
"2.936318E7","UNV","101"
"2.936318E7","BIO","176"
"2.936318E7","MUS","135"
"2.936318E7","MTH","249"
"2.936318E7","SPN","202"
"2.936318E7","EDP","201"
"2.936357E7","BUS","104"
"2.936357E7","ENG","111"
"2.936357E7","MTH","151"
"2.9956981E7","CSE","148"
"2.9956981E7","BIO","176"
"2.9956981E7","MTH","151"
"2.9956981E7","PSY","210"
"2.9957072E7","GIC","101H"
"2.9957072E7","BUS","101"
"2.9957072E7","BUS","102"
"2.9957072E7","MTH","151"
"2.9957072E7","ESP","103"
"2.9957072E7","BUS","104"
"2.9957189E7","MUS","140"
"2.9957189E7","MUS","142G"
"2.9957189E7","MUS","151"
"2.9957189E7","MUS","175"
"2.9957189E7","MUS","100N"
"2.9957189E7","MUS","100E"
"2.9957189E7","MUS","160"
"2.9957189E7","UNV","101"
"2.9957189E7","MUS","412"
"2.9957189E7","ENG","111"
"2.9957189E7","MUS","101"
"2.9957228E7","MBI","131H"
"2.9957228E7","BUS","102"
"2.9957228E7","BUS","101"
"2.9957228E7","MTH","252"
"2.9957228E7","BUS","104"
"2.9957228E7","ESP","103"
"2.9957228E7","UNV","101"
"2.9957384E7","BIO","147"
"2.9957384E7","BIO","115"
"2.9957384E7","CHM","144"
"2.9957384E7","CHM","141"
"2.9957384E7","PMD","101"
"2.9957384E7","ITS","201"
"2.9957475E7","ENG","111"
"2.9957475E7","CEC","101"
"2.9957475E7","CEC","266"
"2.9957475E7","MTH","151"
"2.9957475E7","CSE","174"
"2.9957657E7","PHY","101"
"2.9957657E7","ENG","163"
"2.9957657E7","UNV","101"
"2.9957657E7","BIO","115"
"2.9957657E7","KNH","130O"
"2.9957683E7","CEC","266"
"2.9957683E7","MUS","135"
"2.9957683E7","MBI","111"
"2.9957683E7","KNH","112"
"2.9957683E7","MTH","104"
"2.9957956E7","ITS","201"
"2.9957956E7","BIO","147"
"2.9957956E7","CHM","144"
"2.9957956E7","MBI","115"
"2.9957956E7","PMD","101"
"2.9957956E7","CHM","141"
"2.9958034E7","PSY","210"
"2.9958034E7","BIO","115"
"2.9958034E7","PMD","101"
"2.9958034E7","CHM","141"
"2.9958034E7","BIO","147"
"2.9958034E7","SPN","202"
"2.9958034E7","CHM","144"
"2.9958671E7","MTH","249"
"2.9958671E7","BIO","176"
"2.9958671E7","CEC","101"
"2.9958671E7","CSE","271"
"2.9958671E7","CCA","111"
"2.9958671E7","CSE","262"
"2.995988E7","STA","125"
"2.995988E7","ART","233"
"2.995988E7","BIO","155"
"2.995988E7","IDS","159"
"2.995988E7","CSE","148"
"2.995988E7","UNV","101"
"2.9960257E7","EDL","290R"
"2.9960257E7","SPN","111"
"2.9960257E7","BIO","115"
"2.9960257E7","CHM","144"
"2.9960257E7","CHM","141R"
"2.9960257E7","BIO","147"
"2.9960257E7","UNV","171"
"2.9961453E7","CSE","174"
"2.9961453E7","MTH","151"
"2.9961453E7","ATH","145"
"2.9961453E7","CEC","101"
"2.9961453E7","ENG","111"
"2.9961492E7","STA","261"
"2.9961492E7","ESP","101"
"2.9961492E7","MTH","104"
"2.9961492E7","CEC","101"
"2.9961492E7","CSE","174"
"2.9961492E7","ART","188"
"2.9961492E7","ARC","188"
"2.9961518E7","PSY","112"
"2.9961518E7","MTH","104"
"2.9961518E7","ESP","101"
"2.9961518E7","HST","296"
"2.9961518E7","UNV","101"
"2.9961518E7","ENG","111"
"2.9961518E7","PSY","111"
"2.9961531E7","MTH","151"
"2.9961531E7","CSE","174"
"2.9961531E7","ENG","124"
"2.9961531E7","CEC","101"
"2.9961531E7","IMS","222"
"2.996157E7","CSE","174"
"2.996157E7","CEC","101"
"2.996157E7","MTH","249H"
"2.996157E7","ATH","145"
"2.996157E7","ENG","111"
"2.9961648E7","CSE","148"
"2.9961648E7","ESP","101"
"2.9961648E7","MSC","121L"
"2.9961648E7","MSC","121"
"2.9961648E7","SPN","311"
"2.9961648E7","MTH","151"
"2.9961726E7","GIC","101"
"2.9961726E7","ITS","390A"
"2.9961726E7","ARB","101"
"2.9961726E7","ITS","201"
"2.9961726E7","UNV","101"
"2.9961726E7","ECO","201H"
"2.9961856E7","CLS","121"
"2.9961856E7","IMS","254"
"2.9961856E7","CCA","111"
"2.9961856E7","IMS","259"
"2.9961856E7","IMS","222"
"2.9961856E7","UNV","101"
"2.9961908E7","BIO","176"
"2.9961908E7","POL","142H"
"2.9961908E7","BUS","101"
"2.9961908E7","BUS","102"
"2.9961908E7","BUS","104"
"2.9961908E7","ESP","103"
"2.9961908E7","STA","125"
"2.9961921E7","MTH","151"
"2.9961921E7","ART","188"
"2.9961921E7","IMS","259"
"2.9961921E7","CEC","101"
"2.9961921E7","CSE","174"
"2.996196E7","CHM","141R"
"2.996196E7","BIO","115"
"2.996196E7","BIO","147"
"2.996196E7","HST","260"
"2.996196E7","CHM","144"
"2.996196E7","PMD","101"
"2.9961973E7","ITS","201"
"2.9961973E7","MBI","111"
"2.9961973E7","MBI","123"
"2.9961973E7","UNV","101"
"2.9961973E7","CSE","148"
"2.9961973E7","STA","125"
"2.9961973E7","SOC","165"
"2.9962012E7","CEC","101"
"2.9962012E7","CEC","266"
"2.9962012E7","MTH","151"
"2.9962012E7","ARC","188"
"2.9962012E7","PHY","191"
"2.9962025E7","POL","221"
"2.9962025E7","CHI","101"
"2.9962025E7","MTH","151"
"2.9962025E7","PHY","103"
"2.9962025E7","PHY","101"
"2.9962025E7","UNV","101"
"2.9962051E7","UNV","101"
"2.9962051E7","CSE","148"
"2.9962051E7","PHY","111"
"2.9962051E7","PHY","103"
"2.9962051E7","ENG","111"
"2.9962051E7","MTH","151"
"2.9962116E7","ARC","212"
"2.9962116E7","GLG","121"
"2.9962116E7","ECO","201"
"2.9962116E7","BIO","115"
"2.9962116E7","KNH","102"
"2.9962116E7","GLG","147"
"2.9962233E7","GLG","121"
"2.9962233E7","BUS","101"
"2.9962233E7","PSY","210"
"2.9962233E7","BUS","102"
"2.9962233E7","ESP","103"
"2.9962233E7","BUS","104"
"2.9962233E7","UNV","101"
"2.9962298E7","BIO","115"
"2.9962298E7","CHM","141"
"2.9962298E7","CHM","144"
"2.9962298E7","MBI","147"
"2.9962298E7","GER","151"
"2.9962298E7","KOR","101"
"2.996235E7","CHM","141"
"2.996235E7","CHM","144"
"2.996235E7","PHL","131"
"2.996235E7","PMD","101"
"2.996235E7","BIO","147"
"2.996235E7","EDL","110"
"2.996235E7","BIO","115"
"2.9962363E7","CEC","101"
"2.9962363E7","GEO","101"
"2.9962363E7","BIO","121H"
"2.9962363E7","CSE","174"
"2.9962363E7","MTH","151"
"2.9962376E7","PHY","191"
"2.9962376E7","CHM","144"
"2.9962376E7","MTH","151"
"2.9962376E7","CHM","141"
"2.9962376E7","CEC","101"
"2.9962402E7","ART","281"
"2.9962402E7","ART","121"
"2.9962402E7","ART","188"
"2.9962402E7","ART","102"
"2.9962402E7","ART","103"
"2.9962402E7","UNV","101"
"2.9962402E7","ART","194"
"2.9962402E7","PHY","111"
"2.9962454E7","EDT","181"
"2.9962454E7","ENG","111"
"2.9962454E7","MTH","151"
"2.9962454E7","UNV","101"
"2.9962454E7","CSE","148"
"2.9962506E7","ART","188"
"2.9962506E7","MTH","151"
"2.9962506E7","BIO","176"
"2.9962506E7","UNV","101"
"2.9962506E7","CSE","148"
"2.9962558E7","CHM","141"
"2.9962558E7","CHM","144"
"2.9962558E7","BIO","115"
"2.9962558E7","JPN","101"
"2.9962558E7","BIO","147"
"2.9962558E7","ITS","201"
"2.9962662E7","ARC","101"
"2.9962662E7","CHM","111L"
"2.9962662E7","UNV","101"
"2.9962662E7","ENG","111"
"2.9962662E7","ARC","103"
"2.9962662E7","CHM","111"
"2.9962662E7","ARC","113"
"2.9962805E7","CSE","148"
"2.9962805E7","ENG","111"
"2.9962805E7","MTH","151"
"2.9962805E7","BIO","131"
"2.9962805E7","BUS","206"
"2.996287E7","PMD","101"
"2.996287E7","BIO","115"
"2.996287E7","UNV","101"
"2.996287E7","CHM","144"
"2.996287E7","CHI","101"
"2.996287E7","CHM","141"
"2.9962883E7","GLG","111"
"2.9962883E7","ITS","390A"
"2.9962883E7","UNV","101"
"2.9962883E7","POL","221W"
"2.9962883E7","GER","202"
"2.9962883E7","GLG","115L"
"2.9962883E7","ARC","188"
"2.9962896E7","KNH","194"
"2.9962896E7","BIO","147"
"2.9962896E7","BIO","115"
"2.9962896E7","CHM","144"
"2.9962896E7","KNH","194L"
"2.9962896E7","PMD","101"
"2.9962896E7","ENG","111"
"2.9962896E7","CHM","141"
"2.9962987E7","THE","191"
"2.9962987E7","MBI","131"
"2.9962987E7","ACC","221"
"2.9962987E7","CEC","101"
"2.9962987E7","CSE","148"
"2.9962987E7","ECO","201"
"2.9963013E7","MTH","151"
"2.9963013E7","BIO","176"
"2.9963013E7","HST","246"
"2.9963013E7","UNV","101"
"2.9963013E7","GLG","121"
"2.9963013E7","ECO","356"
"2.9963013E7","GLG","115L"
"2.9963065E7","EDL","110"
"2.9963065E7","UNV","101"
"2.9963065E7","KNH","102"
"2.9963065E7","ENG","111"
"2.9963065E7","ITL","101"
"2.9963065E7","KNH","212"
"2.9963078E7","HST","296"
"2.9963078E7","CSE","174"
"2.9963078E7","MUS","100A"
"2.9963078E7","CCA","111"
"2.9963078E7","CEC","101"
"2.9963078E7","MTH","104"
"2.9963117E7","CHM","141"
"2.9963117E7","CHM","144"
"2.9963117E7","BIO","115"
"2.9963117E7","PMD","101"
"2.9963117E7","BIO","147"
"2.9963117E7","GIC","101"
"2.9963117E7","KNH","130O"
"2.9963221E7","ATH","175"
"2.9963221E7","POL","221"
"2.9963221E7","BIO","191"
"2.9963221E7","GLG","121"
"2.9963221E7","UNV","101"
"2.9963221E7","KNH","150E"
"2.9963221E7","BWS","151"
"2.9963247E7","ART","131"
"2.9963247E7","MUS","225"
"2.9963247E7","UNV","101"
"2.9963247E7","ITS","201"
"2.9963247E7","SPN","101"
"2.9963247E7","ART","149"
"2.9963247E7","KNH","101"
"2.9963286E7","ATH","155"
"2.9963286E7","CEC","101"
"2.9963286E7","MTH","151"
"2.9963286E7","ART","188"
"2.9963286E7","CHM","144"
"2.9963286E7","CHM","141"
"2.9963325E7","POL","201W"
"2.9963325E7","EDL","290R"
"2.9963325E7","UNV","101C"
"2.9963325E7","CHM","111"
"2.9963325E7","SPN","111"
"2.9963325E7","WGS","201"
"2.9963325E7","SPN","111"
"2.9963351E7","PSY","112M"
"2.9963351E7","PSY","271"
"2.9963351E7","SPN","202"
"2.9963351E7","STA","261"
"2.9963351E7","BIO","176"
"2.9963351E7","REL","101"
"2.9963364E7","BIO","131"
"2.9963364E7","ENG","111"
"2.9963364E7","ARC","113"
"2.9963364E7","ARC","101"
"2.9963364E7","UNV","101"
"2.9963403E7","SPN","311"
"2.9963403E7","SPN","202"
"2.9963403E7","PSY","221"
"2.9963403E7","MBI","121"
"2.9963403E7","ENG","226"
"2.9963403E7","JRN","120"
"2.9963403E7","PSY","112"
"2.9963572E7","CHM","144"
"2.9963572E7","POL","241"
"2.9963572E7","ENG","111"
"2.9963572E7","BIO","115"
"2.9963572E7","UNV","101"
"2.9963572E7","CHM","141"
"2.9963624E7","MUS","285"
"2.9963624E7","MUS","160"
"2.9963624E7","MUS","100G"
"2.9963624E7","MUS","100C"
"2.9963624E7","MUS","151"
"2.9963624E7","MUS","144E"
"2.9963624E7","MUS","140"
"2.9963624E7","BIO","121"
"2.9963624E7","UNV","101"
"2.9963624E7","MUS","101"
"2.9963663E7","PHL","103H"
"2.9963663E7","BUS","104"
"2.9963663E7","ESP","103"
"2.9963663E7","EDL","290E"
"2.9963663E7","BUS","102"
"2.9963663E7","BUS","101"
"2.9963663E7","SPN","202"
"2.9963741E7","UNV","101"
"2.9963741E7","MTH","115"
"2.9963741E7","ENG","111"
"2.9963741E7","EDT","181"
"2.9963741E7","ART","189"
"2.9963819E7","GLG","111"
"2.9963819E7","MBI","131"
"2.9963819E7","AMS","205"
"2.9963819E7","LAS","208"
"2.9963819E7","GLG","115L"
"2.9963819E7","ENG","111"
"2.9963819E7","UNV","101"
"2.9963962E7","CHM","141"
"2.9963962E7","CHM","144"
"2.9963962E7","BIO","115H"
"2.9963962E7","SPA","201"
"2.9963962E7","PHL","131"
"2.9963962E7","BIO","147"
"2.9963962E7","PMD","101"
"2.9963975E7","MBI","131"
"2.9963975E7","UNV","101"
"2.9963975E7","PHL","103"
"2.9963975E7","POL","241"
"2.9963975E7","ENG","111"
"2.9963975E7","LAT","101"
"2.9964092E7","GLG","111"
"2.9964092E7","THE","191"
"2.9964092E7","UNV","101"
"2.9964092E7","KNH","212"
"2.9964092E7","ENG","111"
"2.9964092E7","ATH","175"
"2.9964092E7","GLG","115L"
"2.9964157E7","ENG","111"
"2.9964157E7","MUS","100K"
"2.9964157E7","UNV","101"
"2.9964157E7","STA","125"
"2.9964157E7","GLG","121"
"2.9964157E7","CSE","148"
"2.9964157E7","EDL","290R"
"2.9964183E7","ITS","201"
"2.9964183E7","MBI","131"
"2.9964183E7","SPN","315"
"2.9964183E7","GEO","101"
"2.9964183E7","UNV","101"
"2.9964183E7","LAS","260"
"2.9964196E7","CSE","274"
"2.9964196E7","CEC","101"
"2.9964196E7","KNH","150E"
"2.9964196E7","MTH","151"
"2.9964196E7","ARC","107"
"2.9964235E7","UNV","101"
"2.9964235E7","IMS","254"
"2.9964235E7","IMS","222"
"2.9964235E7","JPN","260C"
"2.9964235E7","IMS","259"
"2.9964235E7","JPN","301"
"2.9964339E7","PSY","111"
"2.9964339E7","ENG","111"
"2.9964339E7","PSY","112"
"2.9964339E7","UNV","101"
"2.9964339E7","BIO","161"
"2.9964339E7","PMD","101"
"2.9964339E7","SPN","315"
